NCT03148795	1:29:chronic_disease,99:131:cancer	DNA damage repair deficiency as assessed centrally by a gene mutation biomarker panel (testing of de novo or archival tumor tissue (via central laboratory) or prior historical testing (with Sponsor approval) using the Foundation Medicine, FoundationOne CDx™ NGS gene panel test
NCT03148795	40:52:treatment,56:67:treatment,81:82:lower_bound,83:105:treatment,107:119:treatment,127:146:treatment,147:157:treatment,167:176:treatment,180:195:cancer,213:232:treatment,241:265:cancer,269:292:cancer	Documented disease progression (either radiographic or biochemical) on at least 1 novel hormonal therapy (enzalutamide and/or abiraterone acetate/prednisone) for the treatment of metastatic CRPC, irrespective of prior NHT treatment for non castrate prostate cancer or nonmetastatic (M0) CRPC
NCT03148795	1:61:clinical_variable,65:66:lower_bound,70:71:upper_bound	Eastern Cooperative Oncology Group (ECOG) performance status of 0 to 2
NCT03148795	11:26:clinical_variable,32:40:lower_bound	Estimated life expectancy of ≥ 6 months as assessed by the investigator
NCT03148795	9:22:gender,31:100:contraception_consent,177:185:lower_bound	Fertile male subjects who are unwilling or unable to use a highly effective method of contraception as outlined in this protocol for the duration of the study and for at least 4 months after the last dose of investigational product
NCT03148795	1:26:chronic_disease	Gastrointestinal disorder affecting absorption
NCT03148795	20:26:cancer,34:41:upper_bound,82:106:cancer	History of another cancer within 3 years before enrollment with the exception of nonmelanoma skin cancers, or American Joint Committee on Cancer stage 0 or stage 1 cancer that has a remote probability of recurrence in the opinion of the investigator and the sponsor
NCT03148795	20:36:cancer,47:69:cancer	Known or suspected brain metastasis or active leptomeningeal disease
NCT03148795	1:14:treatment,22:29:upper_bound	Major surgery within 2 weeks before day 1
NCT03148795	89:97:upper_bound	Must use a condom when having sex from the time of the first dose of study drug through 4 months after last dose of study drug
NCT03148795	36:50:chronic_disease	Patients must have measurable soft tissue disease per RECIST 1.1
NCT03148795	27:60:treatment,63:77:upper_bound,133:155:treatment	Patients who discontinued prior platinum based chemotherapy <=6 months prior to screening or whose disease previously progressed on platinum based therapy at any time in the past
NCT03148795	20:44:cancer,48:70:cancer	Prior diagnosis of myelodysplastic syndrome or acute myeloid leukemia
NCT03148795	13:18:chronic_disease,20:27:chronic_disease,32:61:chronic_disease	Significant renal, hepatic, or bone marrow organ dysfunction
NCT03148795	1:20:chronic_disease	Soft tissue disease progression as defined by RECIST 1.1
NCT03148795	1:49:chronic_disease,53:74:chronic_disease	Symptomatic or impending spinal cord compression or cauda equina syndrome
NCT03148795	1:80:treatment,88:95:upper_bound	Treatment with any concurrent cytotoxic chemotherapy or investigational drug(s) within 4 weeks or 5 half lives of the drug (whichever is longer) before Day 1 and/or during study participation
NCT03148379	1:4:age,5:7:lower_bound,11:19:upper_bound	Age 18 to 75 years
NCT03148379	1:4:bmi,6:8:upper_bound	BMI ≤35
NCT03148379	1:9:pregnancy,10:15:gender	Pregnant women
NCT03148379	12:46:treatment,54:99:chronic_disease	Undergoing unilateral total knee arthroplasty due to osteoarthritis (primary or post-traumatic OA)
NCT03148379	1:23:chronic_disease	inflammatory arthritis
NCT03148379	1:24:chronic_disease	knee avascular necrosis
NCT03148379	72:101:treatment	retained hardware in the knee that requires removal or interferes with Total Knee Arthroplasty (TKA) procedure
NCT03148379	7:33:pregnancy	those seeking to become pregnant
NCT03148171	1:9:lower_bound,13:16:age	18 years of age or older
NCT03148171	41:53:upper_bound	Any same gender anal or oral sex in the past 2 years
NCT03148171	10:14:gender	Assigned male sex at birth
NCT03148171	13:17:age,21:23:lower_bound,24:32:upper_bound	Between the ages of 18-35 years old
NCT03148171	21:22:upper_bound,23:27:treatment,51:65:upper_bound	Have had fewer than 3 PrEP clinical visits in the past 12 months
NCT03148171	1:18:technology_access	Owns a cell phone that is not shared with other persons
NCT03148171	18:34:ethnicity	Self-identify as African American/Black
NCT03147222	1:4:age,5:7:lower_bound	Age 65+ at time of fracture
NCT03147222	18:26:lower_bound	Living more than 40 miles from the hip fracture participant
NCT03147222	1:21:language_fluency	Not English speaking
NCT03146780	10:25:clinical_variable,59:62:lower_bound	Adequate abutment height after tooth preparation (minimum 4mm)
NCT03146780	1:4:age,26:34:upper_bound	Age of patient less than 18 years old
NCT03146780	1:4:age,18:26:lower_bound	Age of patient ≥ 18 years old
NCT03146780	50:59:treatment,61:81:treatment,83:96:treatment,98:115:treatment	Anticipated pulp exposure or need for additional treatment (endodontic treatment, post and core, crown lengthening)
NCT03146780	13:37:chronic_disease	Anticipated subgingival crown margin
NCT03146780	1:36:chronic_disease	Periapical or periodontal pathology
NCT03146663	1:4:age,6:14:lower_bound	Age ≥18 years
NCT03146663	1:19:pregnancy	Currently pregnant
NCT03146663	57:84:treatment	Disease that progressed while receiving initial line of platinum-based chemotherapy
NCT03146663	42:56:cancer	History of blocked intestines because of ovarian cancer, unless fully resolved
NCT03146663	57:104:contraception_consent	Patients are not of childbearing potential or they must agree to use a physical method of contraception
NCT03146663	48:54:cancer,76:88:upper_bound	Patients who have a history of another type of cancer diagnosed within the past 5 years
NCT03146663	16:31:chronic_disease,58:74:chronic_disease,85:99:treatment	Presence of an serious illness, uncontrolled illness, or active infection requiring IV antibiotics
NCT03146663	1:19:treatment,21:30:treatment,107:121:treatment,123:137:treatment,141:154:treatment,162:169:upper_bound	Prior chemotherapy, radiation (other than short cycle of radiation to reduce bone pain), treatment with a VEGF inhibitor, PARP inhibitor or immunotherapy within 21 days of first receipt of study drug
NCT03146663	19:26:lower_bound,27:50:treatment	Received at least 3 prior chemotherapy-containing regimens
NCT03146663	21:22:upper_bound,23:61:treatment	Received fewer than 3 prior chemotherapy-containing regimens
NCT03146663	28:40:treatment,44:53:treatment	Residual side effects from chemotherapy or radiation, which have not gotten better except for nerve pain or tingling or hair loss
NCT03146663	28:55:treatment,69:77:upper_bound	Time from the last line of platinum-based chemotherapy of less than 6 months
NCT03146663	1:37:chronic_disease,48:64:chronic_disease	active bacterial or viral infections including hepatitis B or C
NCT03146442	72:85:upper_bound	Currently or previously on a weight loss or other special diet (in the past 6 months)
NCT03146442	1:12:clinical_variable,14:19:lower_bound,29:42:upper_bound	Gained/lost ≥4.5kg over the past 6 months
NCT03146442	1:10:chronic_disease,12:20:chronic_disease,29:55:chronic_disease	Metabolic, hormonal, and/or neural conditions/diseases that influence metabolism or appetite
NCT03146442	19:27:upper_bound,53:64:lower_bound	Skips Breakfast (<110 kcal prior to 10 am) at least 4 days/week for the past year
NCT03146442	59:76:treatment,80:94:treatment,96:103:treatment,108:126:treatment,171:179:lower_bound	Taking medication that would directly influence appetite (weight-loss drugs or antidepressant, steroid, or thyroid medication, unless dosage has been stable for at least 6 months)
NCT03145298	1:5:clinical_variable,8:13:lower_bound	6MWD > 150 m
NCT03145298	18:31:clinical_variable,42:45:lower_bound	Able to maintain O2 saturation at rest ≥ 90% (with or without supplemental O2). O2 use during the course of the study
NCT03145298	8:30:chronic_disease	Active uncontrolled infection
NCT03145298	1:4:age,6:8:lower_bound,10:18:upper_bound	Age: 18 -75 years
NCT03145298	19:26:chronic_disease	All patients with PAH-HIV must be on a stable and effective HAART combination regimen
NCT03145298	66:82:treatment,106:126:treatment	Being actively listed for, or under active consideration for, an organ transplant of any kind, including lung transplantation
NCT03145298	1:17:clinical_variable,20:28:upper_bound,36:49:upper_bound	CD4 T-cell count < 200 /mm3 within 90 days prior to screening
NCT03145298	1:54:chronic_disease	Chronic thromboembolic pulmonary hypertension (CTEPH)
NCT03145298	33:37:chronic_disease,39:43:chronic_disease,45:52:chronic_disease,54:61:chronic_disease	Confirmed clinical diagnosis of IPAH, HPAH, PAH-CTD, PAH-HIV
NCT03145298	14:17:chronic_disease,29:33:chronic_disease,35:39:chronic_disease,41:48:chronic_disease,52:59:chronic_disease	Diagnosis of PAH other than IPAH, HPAH, PAH-CTD or PAH-HIV
NCT03145298	1:43:clinical_variable,46:55:upper_bound	Estimated glomerular filtration rate (GFR) ≤ 50 mL/min
NCT03145298	13:18:cancer,65:72:treatment	Evidence of tumor on screening of chest/abdominal/pelvic (body) CT scan
NCT03145298	1:4:clinical_variable,8:11:upper_bound	FVC: < 60%
NCT03145298	12:58:chronic_disease,70:91:chronic_disease,93:117:treatment,121:151:treatment,172:179:upper_bound	History of clinically-significant coronary artery disease, including myocardial infarction, coronary stent placement or coronary artery bypass surgery within the previous 5 years
NCT03145298	12:22:cancer,39:46:upper_bound	History of malignancy within the last 5 years
NCT03145298	41:70:chronic_disease,74:98:chronic_disease	History or demonstration of significant ventricular tachy-arrhythmias or conduction abnormalities
NCT03145298	27:42:allergy_name	Known hypersensitivity to bovine products
NCT03145298	27:52:allergy_name	Known hypersensitivity to dimethyl sulfoxide (DMSO)
NCT03145298	1:15:chronic_disease	LV dysfunction
NCT03145298	1:31:chronic_disease,37:52:clinical_variable,58:65:upper_bound	Non-pulmonary vascular disease with life expectancy of < 3 years
NCT03145298	1:20:treatment,34:45:treatment,47:76:treatment,78:109:treatment,111:141:treatment,146:189:treatment	PAH-specific agents can include: prostanoids, prostacyclin receptor agonist, endothelin receptor antagonists, phosphodiesterase-5 inhibitors and soluble guanylate cyclase stimulator agents alone or in combination
NCT03145298	15:22:chronic_disease	Patients with PAH-HIV
NCT03145298	1:16:clinical_variable,19:30:upper_bound,35:60:clinical_variable,63:72:upper_bound	Platelet counts ≤ 100,000/mm3 and absolute neutrophil count < 1,500/mm3
NCT03145298	1:9:pregnancy	Pregnant
NCT03145298	1:42:clinical_variable,46:51:clinical_variable,54:62:upper_bound	Pulmonary capillary wedge pressure (PCWP) or LVEDP < 15 mm Hg
NCT03145298	13:19:chronic_disease	Significant anemia or a falling Hb
NCT03145298	13:38:chronic_disease	Significant interstitial lung disease
NCT03145298	25:47:treatment,61:69:lower_bound,104:117:lower_bound	The subjects must be on PAH-specific therapies for at least 4 months and on a stable dose for at least 4 weeks prior to enrollment into study
NCT03145298	12:27:chronic_disease	history of viral hepatitis
NCT03145298	1:4:gender,9:14:gender	men and women of child-bearing potential without use of active and highly reliable contraception
NCT03145298	1:23:treatment	prior organ transplant
NCT03145298	15:25:cancer,29:52:cancer,62:80:chronic_disease,100:123:cancer	resected skin basal cell or squamous cell carcinoma, treated cervical dysplasia or treated in-situ cervical cancer grade 1
NCT03145298	7:16:clinical_variable,19:52:lower_bound	total bilirubin > 2 times the upper reference range without a reversible, identifiable cause
NCT03145181	25:41:cancer	Documented diagnosis of multiple myeloma according to International Myeloma Working Group (IMWG) diagnostic criteria
NCT03145181	1:67:clinical_variable,71:72:lower_bound,76:77:upper_bound	Eastern Cooperative Oncology Group (ECOG) Performance Status score of 0 or 1
NCT03145181	1:31:treatment,39:45:upper_bound	Immunomodulatory agent therapy within 7 days
NCT03145181	12:28:cancer	Measurable multiple myeloma that is relapsed or refractory to established therapies with known clinical benefit in relapsed/refractory multiple myeloma
NCT03145181	19:79:contraception_consent,81:93:clinical_variable,98:100:upper_bound	Participants must agree to practice a highly effective method of contraception (failure rate of <1% per year when used consistently and correctly)
NCT03145181	39:59:treatment,63:85:treatment	Participants who could not tolerate a proteasome inhibitor or immunomodulatory drugs are allowed
NCT03145181	1:24:treatment,74:90:treatment,92:110:treatment,115:153:treatment,165:204:treatment,212:219:upper_bound,232:244:lower_bound	Prior antitumor therapy as follows, before the first dose of study drug: Targeted therapy, epigenetic therapy, or treatment with an investigational drug or used an invasive investigational medical device within 21 days or at least 5 half-lives, whichever is less
NCT03145181	1:29:treatment,37:44:upper_bound	Proteasome inhibitor therapy within 14 days
NCT03145181	1:13:treatment,21:28:upper_bound	Radiotherapy within 21 days
NCT03145181	31:46:treatment,91:109:lower_bound,113:123:treatment,135:141:upper_bound,203:226:treatment	Received a cumulative dose of corticosteroids equivalent to greater than or equal to (>=) 140 milligram (mg) of prednisone within the 14-day period before the first dose of study drug (does not include pretreatment medication)
NCT03145181	26:46:treatment,93:100:lower_bound	Toxicities from previous anticancer therapies should have resolved to baseline levels or to Grade 1 or less
NCT03145181	1:14:gender,109:116:upper_bound	Women and men must agree not to donate eggs (ova, oocytes) or sperm, respectively, during the study and for 90 days after the last dose of study drug
NCT03145181	1:6:gender	Women of childbearing potential
NCT03145181	3:6:gender,37:42:gender,74:120:contraception_consent,136:191:contraception_consent	a man who is sexually active with a woman of childbearing potential must agree to use a barrier method of contraception (for example a condom with spermicidal foam/gel/film/cream/suppository)
NCT03145181	45:62:treatment,84:106:treatment	be intolerant of those established multiple myeloma therapies, and a candidate for JNJ-64007957 treatment in the opinion of the treating physician
NCT03145181	53:69:cancer	exhibits clinical signs of meningeal involvement of multiple myeloma
NCT03145181	9:12:gender,42:97:contraception_consent,113:126:upper_bound,173:180:upper_bound	fertile men who are sexually active must agree to use a highly effective method of contraception (less than [<] 1 percent [%] / year failure rate) during the study and for 90 days after the last dose of study drug
NCT03145181	8:17:treatment,60:62:upper_bound,151:163:treatment	if the radiation portal covered less than or equal to (<=) 5% of the bone marrow reserve, the participant is eligible irrespective of the end date of radiotherapy
NCT03145181	1:22:chronic_disease	peripheral neuropathy
NCT03144921	13:16:age	18 years of age
NCT03144921	47:59:chronic_disease	Exhibit changes in memory as specified on the AD8 dementia screening tool
NCT03144921	8:10:chronic_disease	Have a CP who is defined by the EP as being the unpaid family member who has or will have primary responsibility for providing assistance to the EP
NCT03144921	37:40:age,44:46:upper_bound	developmental disability before the age of 45
NCT03144921	8:22:chronic_disease	severe mental illness
NCT03144921	1:42:language_fluency	speak, read, and write English or Spanish
NCT03144245	19:27:pregnancy	Ability to become pregnant
NCT03144245	8:31:chronic_disease,35:58:chronic_disease	Active hepatitis C virus (HCV) or hepatitis B virus (HBV)
NCT03144245	36:43:treatment,63:84:treatment	Any number of continuous cycles of therapy with an individual hypomethylating agent count as one induction or salvage regimen
NCT03144245	1:7:clinical_variable,17:19:lower_bound	Blasts at least 5% in bone marrow
NCT03144245	24:39:chronic_disease	Clinically significant cardiac disease
NCT03144245	1:21:clinical_variable,24:33:lower_bound	Creatinine clearance > 50 mL/min (measured or calculated by Cockcroft-Gault method)
NCT03144245	1:61:clinical_variable,65:66:lower_bound,70:71:upper_bound	Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1
NCT03144245	42:51:chronic_disease,65:81:chronic_disease	Evidence of active, uncontrolled, viral, bacterial, or systemic fungal infection
NCT03144245	60:69:upper_bound,101:116:treatment	First untreated relapse after a first CR lasting less than 12 months or first relapse refractory to salvage therapy regardless of length of first CR
NCT03144245	23:59:chronic_disease,93:182:clinical_variable,185:186:lower_bound,200:212:chronic_disease	History of, or known, central nervous system (CNS) disease involvement, or prior history of National Cancer Institute (NCI) Common Toxicity Criteria for Adverse Events (CTCAE) Grade ≥ 3 drug-related CNS toxicity
NCT03144245	32:66:chronic_disease,70:112:chronic_disease	Known positive test result for human immunodeficiency virus (HIV) or acquired immune deficiency syndrome (AIDS)
NCT03144245	1:13:chronic_disease,17:30:treatment,38:51:upper_bound,73:89:treatment	Major trauma or major surgery within 28 days prior to the initiation of AMV564 treatment
NCT03144245	1:14:gender	Male patients with partners of childbearing potential
NCT03144245	14:21:lower_bound,22:31:treatment,32:48:treatment,58:72:chronic_disease,91:98:lower_bound,99:119:treatment	No more than 3 prior induction/salvage regimens to treat active disease, and no more than 1 prior stem cell transplant
NCT03144245	31:42:chronic_disease,90:101:chronic_disease	Patients who are positive for hepatitis B core antibody, hepatitis B surface antigen, or hepatitis C antibody must have a negative polymerase chain reaction (PCR) result before enrollment
NCT03144245	1:40:clinical_variable,85:95:upper_bound	Peripheral white blood cell (WBC) count: no upper limit at Screening, but must be < 10 x 109/L on Day 1 prior to treatment
NCT03144245	1:9:pregnancy	Pregnant
NCT03144245	1:28:treatment,31:45:upper_bound	Prior allogeneic transplant < 3 months prior to start date of AMV564
NCT03144245	1:10:chronic_disease,12:17:chronic_disease,19:26:chronic_disease,28:44:chronic_disease,46:58:chronic_disease,62:81:chronic_disease	Pulmonary, renal, hepatic, gastrointestinal, neurological or psychiatric disease that would limit compliance with study requirements
NCT03144245	1:9:chronic_disease,13:31:cancer	Relapsed or refractory disease
NCT03144245	113:115:lower_bound	Second or later relapse. Relapse is defined as the reappearance of leukemic blasts in the peripheral blood or ≥ 5% leukemic blasts in the bone marrow after prior achievement of a CR or CRi
NCT03144245	1:26:cancer,75:82:lower_bound	Second primary malignancy that has not been in remission for greater than 3 years
NCT03144245	1:16:clinical_variable,19:31:upper_bound	Total bilirubin ≤ 1.5x the ULN
NCT03144245	16:45:treatment,53:66:upper_bound	Treatment with anti-thymocyte globulin (ATG) within 14 days prior to start date
NCT03144245	91:98:treatment	Willing to complete all scheduled visits and assessments at the institution administering therapy
NCT03144245	1:16:gender,28:61:pregnancy,89:145:contraception_consent	female patients who have a negative serum or urine pregnancy test before enrollment and agree to use two highly effective forms of contraception (oral, injected or implanted hormonal contraception and condom; intrauterine device and condom; diaphragm with spermicidal gel and condom) during the trial and for 90 days afterward (90 days after the end of AMV564 treatment)
NCT03144245	1:25:cancer,27:53:cancer,67:98:cancer,102:126:treatment,128:153:cancer,155:168:clinical_variable,171:172:upper_bound,187:203:cancer	non-melanoma skin cancer; cervical carcinoma in situ on biopsy or squamous intraepithelial lesion on Papanicolaou (PAP) smear; localized prostate cancer (Gleason score < 6); or resected melanoma in situ
NCT03144245	48:77:treatment	participant or plans to participate in another interventional clinical study
NCT03144245	52:63:treatment	patients with excessive blasts may be treated with hydroxyurea to bring counts down
NCT03144245	3:11:lower_bound,15:18:age	≥ 18 years of age at the time of signing informed consent
NCT03144206	1:28:chronic_disease	Active deep vein thrombosis in the treatment extremity
NCT03144206	1:17:treatment,23:35:treatment	Active treatment with chemotherapy
NCT03144206	10:40:chronic_disease	Actively uncontrolled diabetes mellitus
NCT03144206	5:10:cancer	Any tumor grade
NCT03144206	14:33:cancer	Diagnosis of soft tissue sarcoma that has been histologically confirmed by an approved reference pathologist
NCT03144206	57:64:treatment	Expected primary wound closure performed at the time at surgery
NCT03144206	12:29:treatment,37:42:cancer,77:94:treatment	History of radiation therapy to the tumor and/or surgical area prior to the current treatment being studied
NCT03144206	60:68:chronic_disease,70:90:chronic_disease,92:112:language_fluency	Inability of the patient to provide informed consent (i.e. dementia, cognitive impairment, non-English speakers)
NCT03144206	1:6:gender	Males
NCT03144206	20:23:age,27:29:upper_bound,50:52:lower_bound	Patients under the age of 18, or over the age of 85
NCT03144206	10:42:treatment	Plan for post operative radiation therapy
NCT03144206	1:9:pregnancy,10:17:gender,19:24:gender,63:87:pregnancy	Pregnant females (women of childbearing potential must have a negative serum pregnancy test prior to enrollment)
NCT03144206	1:8:cancer	Sarcoma location other than lower extremity
NCT03144206	1:8:cancer	Sarcoma of lower extremity location
NCT03144206	1:17:chronic_disease,83:92:treatment,109:136:chronic_disease,161:181:chronic_disease	Vascular disease resulting in clinically apparent compromise in blood flow to the treatment extremity (i.e. peripheral vascular disease with diminished pulses, venous insufficiency with clinical evidence of vascular congestion)
NCT03144206	29:31:chronic_disease,37:40:clinical_variable,41:42:lower_bound	documentation of history of DM with A1c>8
NCT03144206	12:16:age,20:22:lower_bound,23:25:upper_bound	within the ages of 18-85
NCT03143985	3:23:treatment,28:63:treatment	A proteasome inhibitor and Immunomodulatory imide drugs (IMiD)
NCT03143985	1:32:clinical_variable,35:48:lower_bound,90:105:upper_bound	Absolute neutrophil count (ANC) ≥ 1000 cells/μl (growth factor cannot be used within the previous 5 days)
NCT03143985	7:14:lower_bound,169:179:treatment	Any > grade 1 (according to the National Cancer Institute Common Terminology Criteria for Adverse Events (NCI CTC AE) v.4.03) adverse reaction unresolved from previous treatments or not readily managed and controlled with supportive care
NCT03143985	1:38:clinical_variable,43:78:clinical_variable,81:114:upper_bound	Aspartate aminotransferase (AST/SGOT) and Alanine aminotransferase (ALT/SGPT) ≤ 3.0 x upper limit of normal (ULN)
NCT03143985	24:46:chronic_disease,74:120:chronic_disease,122:146:chronic_disease,164:179:chronic_disease,192:213:chronic_disease,217:223:chronic_disease,231:245:upper_bound,288:299:chronic_disease	Clinically significant cardiovascular disease (e.g., uncontrolled or any New York Heart Association (NYHA) Class 3 or 4, congestive heart failure, uncontrolled or unstable angina, history of myocardial infarction or stroke within 6 months prior to study entry, or clinically significant arrhythmias not controlled by medication
NCT03143985	1:21:clinical_variable,24:33:lower_bound	Creatinine clearance ≥ 30 ml/min (calculated by the Cockcroft-Gault Equation or per 24 hour urine collection)
NCT03143985	40:77:clinical_variable	Exclusively or primarily eliminated by cytochrome P-450 isozyme 3A4 (CYP3A4)
NCT03143985	1:8:gender,54:87:pregnancy,126:135:treatment,141:154:treatment	Females of childbearing potential (FCBP) must have a negative serum or urine pregnancy test prior to initiation of the study treatment with TEW-7197 /POM
NCT03143985	1:13:chronic_disease,64:75:upper_bound	Hypertension that is not controlled by standard medication (to 150/90 mmHg or below)
NCT03143985	23:41:chronic_disease,52:74:treatment	Inability to tolerate thromboprophylaxis (Required Concurrent Medications)
NCT03143985	35:63:treatment	Major abnormalities identified by ECG or echocardiogram (ECHO), at the Investigator's discretion
NCT03143985	1:4:gender,5:50:contraception_consent,109:118:treatment,209:212:treatment,216:224:treatment	Men must agree to use a latex or synthetic condom during sexual contact with a FCBP even if they have had a vasectomy from the time of signing the informed consent form through 60 days after the last dose of POM or TEW-7197
NCT03143985	4:24:treatment,63:75:treatment	No oral corticosteroids 3 days before initiating combinations TEW-7197/POM
NCT03143985	44:60:cancer	Patient has been previously diagnosed with multiple myeloma based on standard criteria
NCT03143985	24:58:chronic_disease,95:106:chronic_disease,153:174:chronic_disease	Patient is known to be human immunodeficiency virus (HIV) positive, or have chronic or active Hepatitis B (core- or surface antigen-positive) or active hepatitis C infection
NCT03143985	20:32:treatment	Patients requiring hemodialysis
NCT03143985	42:59:treatment,66:79:treatment,84:95:treatment,106:110:lower_bound	Patients should have discontinued strong CYP1A2 inhibitors (e.g. ciprofloxacin and fluvoxamine) at least five half-lives before beginning study treatment
NCT03143985	41:72:treatment	Patients who are primarily eligible for autologous stem cell transplant
NCT03143985	1:21:cancer	Plasma Cell Leukemia
NCT03143985	13:22:chronic_disease	Presence of aneurisms of the ascending aorta or aortic stress
NCT03143985	1:26:treatment,28:40:treatment,42:50:treatment,59:71:treatment,77:90:treatment,103:116:upper_bound,128:145:treatment,153:162:treatment,175:188:upper_bound	Prior anti-cancer therapy (chemotherapy, targeted agents, radiotherapy, and immunotherapy) within the prior 21 days except for alkylating agents (e.g., melphalan) within the prior 28 days
NCT03143985	22:34:treatment	Prior treatment with pomalidomide
NCT03143985	1:16:clinical_variable,19:26:lower_bound,29:34:lower_bound	Serum M protein ≥ 0.5 /dL (≥5 g/L)
NCT03143985	13:22:clinical_variable,25:34:upper_bound,39:48:lower_bound,85:103:treatment	Serum total bilirubin ≤ 2.0 mg/dL or >3.0 x ULN for subjects with hereditary benign hyperbilirubinemia
NCT03143985	22:32:cancer,40:46:cancer	Subjects with active malignancy and/or cancer history that may confound the assessment of the study endpoints
NCT03143985	17:25:chronic_disease,43:64:chronic_disease,67:74:upper_bound	The presence of alopecia of any grade and peripheral neuropathy ≤ Grade 2 without pain
NCT03143985	46:55:lower_bound	The test must have a sensitivity of at least 50 mIU/mL
NCT03143985	79:88:chronic_disease,90:134:chronic_disease,139:176:chronic_disease	Uncontrolled intercurrent illness including, but not limited to, uncontrolled infection, disseminated intravascular coagulation (DIC), or psychiatric illness/social situations that would limit compliance with study requirements
NCT03143985	38:55:chronic_disease,63:107:chronic_disease,109:131:chronic_disease	Uncontrolled, clinically significant pulmonary disease (e.g., chronic obstructive pulmonary disease (COPD), pulmonary hypertension) that in the opinion of the investigator would put the patient at significant risk for pulmonary complications during the study
NCT03143985	4:28:clinical_variable,31:35:upper_bound,40:44:lower_bound	an abnormal serum FLC ratio (<0.26 or >1.65)
NCT03143985	1:24:treatment	inhaled corticosteroids are permitted
NCT03143894	1:9:lower_bound,13:16:age	18 years of age or older
NCT03143894	1:31:treatment,36:53:treatment	Adjuvant HER2-targeted therapy and endocrine therapy may still be ongoing at the time of study enrollment
NCT03143894	17:19:lower_bound	Consumption of >14 alcoholic drinks per week or positive screening on the CAGE
NCT03143894	1:9:chronic_disease	Dementia as assessed by a MMSE score on initial screening
NCT03143894	1:11:chronic_disease,15:22:chronic_disease,52:77:treatment,82:92:chronic_disease,109:119:clinical_variable	Depression or anxiety as defined either by ongoing pharmacological treatment for depression or anxiety or a HADS score on initial screening
NCT03143894	23:36:cancer	Evidence of recurrent breast cancer at the time of enrollment
NCT03143894	51:60:upper_bound,77:78:lower_bound,90:101:upper_bound,140:142:upper_bound	Fatigue: Moderate fatigue on most days within the past week (i.e., at least 4 out of the last 7 days), rated as ≥ 4 on a 0 (no fatigue) to 10 (worst fatigue) scale
NCT03143894	7:16:pregnancy	Known pregnancy or nursing
NCT03143894	28:36:lower_bound,54:61:lower_bound,86:114:treatment,126:133:treatment,135:152:treatment,157:183:treatment	Treatment Status: At least 6 months and no more than 5 years after the conclusion of active breast cancer therapy, including surgery, radiation therapy and (neo)adjuvant chemotherapy, if administered
NCT03143894	8:32:treatment,34:49:treatment	Use of narcotic pain medication, benzodiazepines, or illicit drugs for seven days prior to and during study participation
NCT03143894	8:29:treatment,31:48:treatment,50:64:treatment,126:142:upper_bound	Use of stimulant medications, sleep medications, nicotine patch, and other drugs thought to interfere with tDCS efficacy for seven days prior to and during study participation
NCT03143894	1:6:gender	Women
NCT03143894	14:27:chronic_disease,31:47:chronic_disease,69:85:chronic_disease,220:226:chronic_disease,230:254:chronic_disease	diagnosis of schizophrenia or bipolar disorder made by a physician, seizure disorder, pacemaker, hearing aids, any metal implanted in the head, or the presence of other known current untreated causes of fatigue such as anemia or untreated hypothyroidism
NCT03143894	1:59:language_fluency	fluent English speaker; hearing and language comprehension; and, sufficient literacy to complete study forms and questionnaires
NCT03143660	10:33:treatment	child on psychiatric medications
NCT03143660	12:33:technology_access	parent has access to a telephone and is available to participate in telephone counseling sessions
NCT03143153	30:46:chronic_disease	Any positive test result for hepatitis B or C indicating acute or chronic infection and/or detectable virus
NCT03143153	49:65:chronic_disease	Any serious or uncontrolled medical disorder or active infection
NCT03143153	1:5:gender	Male
NCT03143153	11:28:cancer	Must have esophageal cancer that cannot be operated on, or treated with definitive chemoradiation with curative intent, that is advanced, reoccurring or has spread out
NCT03143153	36:59:cancer,63:91:cancer	Must have histologically confirmed squamous cell carcinoma or adenosquamous cell carcinoma of esophagus
NCT03143153	13:52:cancer,63:95:treatment	Presence of tumor cells in the brain or spinal cord which are symptomatic or require treatment
NCT03143153	10:18:lower_bound,22:25:age	at least 18 years of age
NCT03141970	1:23:treatment,47:65:chronic_disease,138:145:lower_bound	Corticosteroid therapy for initial episode of nephrotic syndrome prior to randomization varying from pre-specified protocol on more than 14 days
NCT03141970	22:54:clinical_variable,56:73:upper_bound	Persistent estimated glomerular filtration rate (GFR) <75 ml/min/1.73 m2
NCT03141970	14:26:treatment,49:67:chronic_disease	Therapy with prednisolone for prior episodes of nephrotic syndrome
NCT03141970	18:36:chronic_disease	first episode of nephrotic syndrome
NCT03141970	1:18:allergy_name	steroid-sensitive
NCT03141359	1:4:age,6:14:lower_bound	Age ≥18 years
NCT03141359	19:32:clinical_variable,35:39:upper_bound,54:67:chronic_disease	Centrally located primary tumor < 2 cm from involved nodal disease which would result in significant overlap of radiation dose. Centrally located is defined as within or touching the zone of the proximal bronchial tree, which is a volume 2 cm in all directions around the proximal bronchial tree (carina, right and left main bronchi, right and left upper lobe bronchi, intermedius bronchus, right middle lobe bronchus, lingular bronchus right and left lower lobe bronchi)
NCT03141359	1:24:clinical_variable,27:28:upper_bound	ECOG performance status ≤ 2
